time,depth,SM,sitename
3/3/2020,178,0.097506728,PINO-SASB
3/4/2020,28,0.061739376,PINO-SASB
3/4/2020,58,0.047322305,PINO-SASB
3/4/2020,88,0.078922506,PINO-SASB
3/4/2020,128,0.110760492,PINO-SASB
3/4/2020,178,0.097346613,PINO-SASB
3/5/2020,28,0.06145538,PINO-SASB
3/5/2020,58,0.04746165,PINO-SASB
3/5/2020,88,0.078964733,PINO-SASB
3/5/2020,128,0.110714575,PINO-SASB
3/5/2020,178,0.097157575,PINO-SASB
3/6/2020,28,0.060724343,PINO-SASB
3/6/2020,58,0.047490045,PINO-SASB
3/6/2020,88,0.079011845,PINO-SASB
3/6/2020,128,0.110659112,PINO-SASB
3/6/2020,178,0.097008645,PINO-SASB
3/7/2020,28,0.060120142,PINO-SASB
3/7/2020,58,0.047391937,PINO-SASB
3/7/2020,88,0.079003722,PINO-SASB
3/7/2020,128,0.110594104,PINO-SASB
3/7/2020,178,0.09688162,PINO-SASB
3/8/2020,28,0.05954709,PINO-SASB
3/8/2020,58,0.047252675,PINO-SASB
3/8/2020,88,0.078933879,PINO-SASB
3/8/2020,128,0.110557792,PINO-SASB
3/8/2020,178,0.096756468,PINO-SASB
3/9/2020,28,0.059220581,PINO-SASB
3/9/2020,58,0.04709817,PINO-SASB
3/9/2020,88,0.078800788,PINO-SASB
3/9/2020,128,0.110466063,PINO-SASB
3/9/2020,178,0.096683938,PINO-SASB
3/10/2020,28,0.05898857,PINO-SASB
3/10/2020,58,0.047053157,PINO-SASB
3/10/2020,88,0.078700221,PINO-SASB
3/10/2020,128,0.110374367,PINO-SASB
3/10/2020,178,0.096544429,PINO-SASB
3/11/2020,28,0.058616005,PINO-SASB
3/11/2020,58,0.047042863,PINO-SASB
3/11/2020,88,0.078646716,PINO-SASB
3/11/2020,128,0.110278883,PINO-SASB
3/11/2020,178,0.096403212,PINO-SASB
3/12/2020,28,0.058090848,PINO-SASB
3/12/2020,58,0.046923366,PINO-SASB
3/12/2020,88,0.078572184,PINO-SASB
3/12/2020,128,0.110193008,PINO-SASB
3/12/2020,178,0.096198811,PINO-SASB
3/13/2020,28,0.057862515,PINO-SASB
3/13/2020,58,0.046777078,PINO-SASB
3/13/2020,88,0.078465281,PINO-SASB
3/13/2020,128,0.110084233,PINO-SASB
3/13/2020,178,0.096072298,PINO-SASB
3/14/2020,28,0.056879535,PINO-SASB
3/14/2020,58,0.046605425,PINO-SASB
3/14/2020,88,0.078590035,PINO-SASB
3/14/2020,128,0.110149125,PINO-SASB
3/14/2020,178,0.095270093,PINO-SASB
3/15/2020,28,0.056569275,PINO-SASB
3/15/2020,58,0.046430226,PINO-SASB
3/15/2020,88,0.078419961,PINO-SASB
3/15/2020,128,0.110034629,PINO-SASB
3/15/2020,178,0.095077333,PINO-SASB
3/16/2020,28,0.056330555,PINO-SASB
3/16/2020,58,0.046314034,PINO-SASB
3/16/2020,88,0.07824201,PINO-SASB
3/16/2020,128,0.109891633,PINO-SASB
3/16/2020,178,0.094890467,PINO-SASB
3/17/2020,28,0.056188055,PINO-SASB
3/17/2020,58,0.046240048,PINO-SASB
3/17/2020,88,0.078114317,PINO-SASB
3/17/2020,128,0.109741079,PINO-SASB
3/17/2020,178,0.094689396,PINO-SASB
3/18/2020,28,0.056001277,PINO-SASB
3/18/2020,58,0.046155932,PINO-SASB
3/18/2020,88,0.077977058,PINO-SASB
3/18/2020,128,0.1096078,PINO-SASB
3/18/2020,178,0.09450287,PINO-SASB
3/19/2020,28,0.055711439,PINO-SASB
3/19/2020,58,0.046023537,PINO-SASB
3/19/2020,88,0.07783022,PINO-SASB
3/19/2020,128,0.109486029,PINO-SASB
3/19/2020,178,0.094332634,PINO-SASB
3/20/2020,28,0.055438951,PINO-SASB
3/20/2020,58,0.045879893,PINO-SASB
3/20/2020,88,0.077664193,PINO-SASB
3/20/2020,128,0.109352879,PINO-SASB
3/20/2020,178,0.09414826,PINO-SASB
3/21/2020,28,0.054995287,PINO-SASB
3/21/2020,58,0.045765643,PINO-SASB
3/21/2020,88,0.077543411,PINO-SASB
3/21/2020,128,0.1092179,PINO-SASB
3/21/2020,178,0.09398197,PINO-SASB
3/22/2020,28,0.054994227,PINO-SASB
3/22/2020,58,0.045628716,PINO-SASB
3/22/2020,88,0.077371256,PINO-SASB
3/22/2020,128,0.109102042,PINO-SASB
3/22/2020,178,0.093830056,PINO-SASB
3/23/2020,28,0.055081678,PINO-SASB
3/23/2020,58,0.045505923,PINO-SASB
3/23/2020,88,0.077192854,PINO-SASB
3/23/2020,128,0.108961525,PINO-SASB
3/23/2020,178,0.093703252,PINO-SASB
3/24/2020,28,0.055444151,PINO-SASB
3/24/2020,58,0.045561609,PINO-SASB
3/24/2020,88,0.0770965,PINO-SASB
3/24/2020,128,0.108817338,PINO-SASB
3/24/2020,178,0.093546223,PINO-SASB
3/25/2020,28,0.055757062,PINO-SASB
3/25/2020,58,0.045623662,PINO-SASB
3/25/2020,88,0.077041932,PINO-SASB
3/25/2020,128,0.10868455,PINO-SASB
3/25/2020,178,0.093435643,PINO-SASB
3/26/2020,28,0.055974058,PINO-SASB
3/26/2020,58,0.045689552,PINO-SASB
3/26/2020,88,0.077030698,PINO-SASB
3/26/2020,128,0.108610617,PINO-SASB
3/26/2020,178,0.093264557,PINO-SASB
3/27/2020,28,0.055293845,PINO-SASB
3/27/2020,58,0.045595803,PINO-SASB
3/27/2020,88,0.076993789,PINO-SASB
3/27/2020,128,0.108536737,PINO-SASB
3/27/2020,178,0.09317377,PINO-SASB
3/28/2020,28,0.055252573,PINO-SASB
3/28/2020,58,0.045368113,PINO-SASB
3/28/2020,88,0.076838255,PINO-SASB
3/28/2020,128,0.1084591,PINO-SASB
3/28/2020,178,0.093122139,PINO-SASB
3/29/2020,28,0.055335674,PINO-SASB
3/29/2020,58,0.045272143,PINO-SASB
3/29/2020,88,0.076695675,PINO-SASB
3/29/2020,128,0.108394721,PINO-SASB
3/29/2020,178,0.093008271,PINO-SASB
3/30/2020,28,0.055126186,PINO-SASB
3/30/2020,58,0.045120825,PINO-SASB
3/30/2020,88,0.07652603,PINO-SASB
3/30/2020,128,0.108277392,PINO-SASB
3/30/2020,178,0.092981557,PINO-SASB
3/31/2020,28,0.055170315,PINO-SASB
3/31/2020,58,0.045038965,PINO-SASB
3/31/2020,88,0.076386927,PINO-SASB
3/31/2020,128,0.108167675,PINO-SASB
3/31/2020,178,0.092897997,PINO-SASB
4/1/2020,28,0.055152873,PINO-SASB
4/1/2020,58,0.045055325,PINO-SASB
4/1/2020,88,0.076315021,PINO-SASB
4/1/2020,128,0.108076879,PINO-SASB
4/1/2020,178,0.092778927,PINO-SASB
4/2/2020,28,0.055342793,PINO-SASB
4/2/2020,58,0.045079287,PINO-SASB
4/2/2020,88,0.07623518,PINO-SASB
4/2/2020,128,0.107954033,PINO-SASB
4/2/2020,178,0.092713179,PINO-SASB
4/3/2020,28,0.055222716,PINO-SASB
4/3/2020,58,0.045201512,PINO-SASB
4/3/2020,88,0.07626392,PINO-SASB
4/3/2020,128,0.107880333,PINO-SASB
4/3/2020,178,0.092544554,PINO-SASB
4/4/2020,28,0.054882253,PINO-SASB
4/4/2020,58,0.045301168,PINO-SASB
4/4/2020,88,0.076334188,PINO-SASB
4/4/2020,128,0.107836871,PINO-SASB
4/4/2020,178,0.092415078,PINO-SASB
4/5/2020,28,0.054066265,PINO-SASB
4/5/2020,58,0.045069188,PINO-SASB
4/5/2020,88,0.076276693,PINO-SASB
4/5/2020,128,0.107804763,PINO-SASB
4/5/2020,178,0.092292786,PINO-SASB
4/6/2020,28,0.053778755,PINO-SASB
4/6/2020,58,0.044905613,PINO-SASB
4/6/2020,88,0.076141001,PINO-SASB
4/6/2020,128,0.107751912,PINO-SASB
4/6/2020,178,0.092262637,PINO-SASB
4/7/2020,28,0.053578021,PINO-SASB
4/7/2020,58,0.044698426,PINO-SASB
4/7/2020,88,0.075924155,PINO-SASB
4/7/2020,128,0.107631117,PINO-SASB
4/7/2020,178,0.092255535,PINO-SASB
4/8/2020,28,0.053515995,PINO-SASB
4/8/2020,58,0.044604405,PINO-SASB
4/8/2020,88,0.075768059,PINO-SASB
4/8/2020,128,0.107508517,PINO-SASB
4/8/2020,178,0.09215989,PINO-SASB
4/9/2020,28,0.052945327,PINO-SASB
4/9/2020,58,0.044471701,PINO-SASB
4/9/2020,88,0.075612142,PINO-SASB
4/9/2020,128,0.107370883,PINO-SASB
4/9/2020,178,0.092151031,PINO-SASB
4/10/2020,28,0.053222127,PINO-SASB
4/10/2020,58,0.044249257,PINO-SASB
4/10/2020,88,0.075403959,PINO-SASB
4/10/2020,128,0.107255975,PINO-SASB
4/10/2020,178,0.091947534,PINO-SASB
4/11/2020,28,0.053520664,PINO-SASB
4/11/2020,58,0.044244256,PINO-SASB
4/11/2020,88,0.075288067,PINO-SASB
4/11/2020,128,0.107146704,PINO-SASB
4/11/2020,178,0.091784846,PINO-SASB
4/12/2020,28,0.053265274,PINO-SASB
4/12/2020,58,0.04413699,PINO-SASB
4/12/2020,88,0.075175429,PINO-SASB
4/12/2020,128,0.107048854,PINO-SASB
4/12/2020,178,0.09160114,PINO-SASB
4/13/2020,28,0.053142322,PINO-SASB
4/13/2020,58,0.043952683,PINO-SASB
4/13/2020,88,0.074991595,PINO-SASB
4/13/2020,128,0.106919046,PINO-SASB
4/13/2020,178,0.091511094,PINO-SASB
4/14/2020,28,0.053444286,PINO-SASB
4/14/2020,58,0.043905429,PINO-SASB
4/14/2020,88,0.074836437,PINO-SASB
4/14/2020,128,0.106779954,PINO-SASB
4/14/2020,178,0.09142286,PINO-SASB
4/15/2020,28,0.053457911,PINO-SASB
4/15/2020,58,0.043960148,PINO-SASB
4/15/2020,88,0.07477158,PINO-SASB
4/15/2020,128,0.106672767,PINO-SASB
4/15/2020,178,0.091264171,PINO-SASB
4/16/2020,28,0.053244636,PINO-SASB
4/16/2020,58,0.043936513,PINO-SASB
4/16/2020,88,0.074724131,PINO-SASB
4/16/2020,128,0.106556363,PINO-SASB
4/16/2020,178,0.091161976,PINO-SASB
4/17/2020,28,0.053628963,PINO-SASB
4/17/2020,58,0.043963916,PINO-SASB
4/17/2020,88,0.074675122,PINO-SASB
4/17/2020,128,0.106456871,PINO-SASB
4/17/2020,178,0.091068627,PINO-SASB
4/18/2020,28,0.05424619,PINO-SASB
4/18/2020,58,0.044226833,PINO-SASB
4/18/2020,88,0.074741532,PINO-SASB
4/18/2020,128,0.106370571,PINO-SASB
4/18/2020,178,0.091003492,PINO-SASB
4/19/2020,28,0.053998492,PINO-SASB
4/19/2020,58,0.044347903,PINO-SASB
4/19/2020,88,0.074902913,PINO-SASB
4/19/2020,128,0.106385563,PINO-SASB
4/19/2020,178,0.090815295,PINO-SASB
4/20/2020,28,0.053795478,PINO-SASB
4/20/2020,58,0.044277959,PINO-SASB
4/20/2020,88,0.074951985,PINO-SASB
4/20/2020,128,0.10640245,PINO-SASB
4/20/2020,178,0.090743204,PINO-SASB
4/21/2020,28,0.053205579,PINO-SASB
4/21/2020,58,0.04421182,PINO-SASB
4/21/2020,88,0.074928241,PINO-SASB
4/21/2020,128,0.106370575,PINO-SASB
4/21/2020,178,0.090787148,PINO-SASB
5/9/2020,28,0.133576613,PINO-SASB
5/9/2020,58,0.045595808,PINO-SASB
5/9/2020,88,0.07419377,PINO-SASB
5/9/2020,128,0.105046312,PINO-SASB
5/9/2020,178,0.091191061,PINO-SASB
5/10/2020,28,0.1296777,PINO-SASB
5/10/2020,58,0.045684469,PINO-SASB
5/10/2020,88,0.074248934,PINO-SASB
5/10/2020,128,0.104994117,PINO-SASB
5/10/2020,178,0.091216599,PINO-SASB
5/11/2020,28,0.1235396,PINO-SASB
5/11/2020,58,0.045505934,PINO-SASB
5/11/2020,88,0.074225295,PINO-SASB
5/11/2020,128,0.104992246,PINO-SASB
5/11/2020,178,0.091107437,PINO-SASB
5/12/2020,28,0.118483925,PINO-SASB
5/12/2020,58,0.045376958,PINO-SASB
5/12/2020,88,0.074111854,PINO-SASB
5/12/2020,128,0.104932596,PINO-SASB
5/12/2020,178,0.091095088,PINO-SASB
5/13/2020,28,0.114147467,PINO-SASB
5/13/2020,58,0.045284782,PINO-SASB
5/13/2020,88,0.073987499,PINO-SASB
5/13/2020,128,0.10485245,PINO-SASB
5/13/2020,178,0.091045778,PINO-SASB
5/14/2020,28,0.110716046,PINO-SASB
5/14/2020,58,0.045298682,PINO-SASB
5/14/2020,88,0.073915118,PINO-SASB
5/14/2020,128,0.104763092,PINO-SASB
5/14/2020,178,0.090992962,PINO-SASB
5/15/2020,28,0.108909992,PINO-SASB
5/15/2020,58,0.045555377,PINO-SASB
5/15/2020,88,0.073948159,PINO-SASB
5/15/2020,128,0.104684888,PINO-SASB
5/15/2020,178,0.090917305,PINO-SASB
5/16/2020,28,0.106265888,PINO-SASB
5/16/2020,58,0.045873558,PINO-SASB
5/16/2020,88,0.074137066,PINO-SASB
5/16/2020,128,0.104668125,PINO-SASB
5/16/2020,178,0.090822342,PINO-SASB
5/17/2020,28,0.103506608,PINO-SASB
5/17/2020,58,0.045956138,PINO-SASB
5/17/2020,88,0.074304101,PINO-SASB
5/17/2020,128,0.104697925,PINO-SASB
5/17/2020,178,0.090792443,PINO-SASB
5/18/2020,28,0.101242133,PINO-SASB
5/18/2020,58,0.045928183,PINO-SASB
5/18/2020,88,0.074359315,PINO-SASB
5/18/2020,128,0.104742613,PINO-SASB
5/18/2020,178,0.090744995,PINO-SASB
5/19/2020,28,0.104670821,PINO-SASB
5/19/2020,58,0.045995542,PINO-SASB
5/19/2020,88,0.074371931,PINO-SASB
5/19/2020,128,0.104738888,PINO-SASB
5/19/2020,178,0.09091726,PINO-SASB
5/20/2020,28,0.117769417,PINO-SASB
5/20/2020,58,0.04591927,PINO-SASB
5/20/2020,88,0.074323023,PINO-SASB
5/20/2020,128,0.104818921,PINO-SASB
5/20/2020,178,0.090873345,PINO-SASB
5/21/2020,28,0.119994058,PINO-SASB
5/21/2020,58,0.045633818,PINO-SASB
5/21/2020,88,0.074176453,PINO-SASB
5/21/2020,128,0.104807767,PINO-SASB
5/21/2020,178,0.090985917,PINO-SASB
5/22/2020,28,0.121409471,PINO-SASB
5/22/2020,58,0.045326434,PINO-SASB
5/22/2020,88,0.073855384,PINO-SASB
5/22/2020,128,0.104725854,PINO-SASB
5/22/2020,178,0.090936676,PINO-SASB
5/23/2020,28,0.121022775,PINO-SASB
5/23/2020,58,0.045267133,PINO-SASB
5/23/2020,88,0.073629138,PINO-SASB
5/23/2020,128,0.104608542,PINO-SASB
5/23/2020,178,0.090887399,PINO-SASB
5/24/2020,28,0.121281963,PINO-SASB
5/24/2020,58,0.045526316,PINO-SASB
5/24/2020,88,0.073555367,PINO-SASB
5/24/2020,128,0.104478329,PINO-SASB
5/24/2020,178,0.090876822,PINO-SASB
5/25/2020,28,0.120932071,PINO-SASB
5/25/2020,58,0.046019798,PINO-SASB
5/25/2020,88,0.07369195,PINO-SASB
5/25/2020,128,0.104402075,PINO-SASB
5/25/2020,178,0.090845186,PINO-SASB
5/26/2020,28,0.118071221,PINO-SASB
5/26/2020,58,0.046194192,PINO-SASB
5/26/2020,88,0.073885241,PINO-SASB
5/26/2020,128,0.104411388,PINO-SASB
5/26/2020,178,0.090767826,PINO-SASB
5/27/2020,28,0.116846379,PINO-SASB
5/27/2020,58,0.046363814,PINO-SASB
5/27/2020,88,0.074011095,PINO-SASB
5/27/2020,128,0.104398363,PINO-SASB
5/27/2020,178,0.0908557,PINO-SASB
5/28/2020,28,0.114686642,PINO-SASB
5/28/2020,58,0.046354872,PINO-SASB
5/28/2020,88,0.074058303,PINO-SASB
5/28/2020,128,0.104415108,PINO-SASB
5/28/2020,178,0.090788898,PINO-SASB
5/29/2020,28,0.110533696,PINO-SASB
5/29/2020,58,0.046131793,PINO-SASB
5/29/2020,88,0.073960756,PINO-SASB
5/29/2020,128,0.104413246,PINO-SASB
5/29/2020,178,0.090692261,PINO-SASB
5/30/2020,28,0.10710175,PINO-SASB
5/30/2020,58,0.045711125,PINO-SASB
5/30/2020,88,0.073674678,PINO-SASB
5/30/2020,128,0.104305417,PINO-SASB
5/30/2020,178,0.090648338,PINO-SASB
5/31/2020,28,0.105302225,PINO-SASB
5/31/2020,58,0.045536288,PINO-SASB
5/31/2020,88,0.073428329,PINO-SASB
5/31/2020,128,0.104160542,PINO-SASB
5/31/2020,178,0.090611416,PINO-SASB
6/1/2020,28,0.104005354,PINO-SASB
6/1/2020,58,0.045476833,PINO-SASB
6/1/2020,88,0.07325909,PINO-SASB
6/1/2020,128,0.104024979,PINO-SASB
6/1/2020,178,0.090472724,PINO-SASB
6/2/2020,28,0.104053775,PINO-SASB
6/2/2020,58,0.045638873,PINO-SASB
6/2/2020,88,0.073210546,PINO-SASB
6/2/2020,128,0.103887692,PINO-SASB
6/2/2020,178,0.090421801,PINO-SASB
6/3/2020,28,0.103065883,PINO-SASB
6/3/2020,58,0.045775781,PINO-SASB
6/3/2020,88,0.073238728,PINO-SASB
6/3/2020,128,0.103813525,PINO-SASB
6/3/2020,178,0.090228925,PINO-SASB
6/4/2020,28,0.101291842,PINO-SASB
6/4/2020,58,0.045622392,PINO-SASB
6/4/2020,88,0.073208988,PINO-SASB
6/4/2020,128,0.103746775,PINO-SASB
6/4/2020,178,0.090151825,PINO-SASB
6/5/2020,28,0.100287907,PINO-SASB
6/5/2020,58,0.045465442,PINO-SASB
6/5/2020,88,0.07309162,PINO-SASB
6/5/2020,128,0.103676388,PINO-SASB
6/5/2020,178,0.090046728,PINO-SASB
6/6/2020,28,0.100482795,PINO-SASB
6/6/2020,58,0.045424965,PINO-SASB
6/6/2020,88,0.072950899,PINO-SASB
6/6/2020,128,0.10360785,PINO-SASB
6/6/2020,178,0.090027435,PINO-SASB
6/7/2020,28,0.101917196,PINO-SASB
6/7/2020,58,0.045631282,PINO-SASB
6/7/2020,88,0.072889953,PINO-SASB
6/7/2020,128,0.103524513,PINO-SASB
6/7/2020,178,0.089971404,PINO-SASB
6/8/2020,28,0.100076512,PINO-SASB
6/8/2020,58,0.045646485,PINO-SASB
6/8/2020,88,0.072943075,PINO-SASB
6/8/2020,128,0.103520817,PINO-SASB
6/8/2020,178,0.089621788,PINO-SASB
6/9/2020,28,0.098350048,PINO-SASB
6/9/2020,58,0.045732655,PINO-SASB
6/9/2020,88,0.073013423,PINO-SASB
6/9/2020,128,0.1034745,PINO-SASB
6/9/2020,178,0.089579815,PINO-SASB
6/10/2020,28,0.096821436,PINO-SASB
6/10/2020,58,0.04550214,PINO-SASB
6/10/2020,88,0.072947765,PINO-SASB
6/10/2020,128,0.103420817,PINO-SASB
6/10/2020,178,0.089604246,PINO-SASB
6/11/2020,28,0.150186916,PINO-SASB
6/11/2020,58,0.078304326,PINO-SASB
6/11/2020,88,0.074575855,PINO-SASB
6/11/2020,128,0.104093413,PINO-SASB
6/11/2020,178,0.089827953,PINO-SASB
6/12/2020,28,0.212280758,PINO-SASB
6/12/2020,58,0.142664483,PINO-SASB
6/12/2020,88,0.125934316,PINO-SASB
6/12/2020,128,0.106063346,PINO-SASB
6/12/2020,178,0.089850722,PINO-SASB
6/13/2020,28,0.209488667,PINO-SASB
6/13/2020,58,0.143233925,PINO-SASB
6/13/2020,88,0.154921925,PINO-SASB
6/13/2020,128,0.108425025,PINO-SASB
6/13/2020,178,0.089985492,PINO-SASB
6/14/2020,28,0.205529033,PINO-SASB
6/14/2020,58,0.140906521,PINO-SASB
6/14/2020,88,0.157459421,PINO-SASB
6/14/2020,128,0.114432358,PINO-SASB
6/14/2020,178,0.090379782,PINO-SASB
6/15/2020,28,0.220332325,PINO-SASB
6/15/2020,58,0.146274896,PINO-SASB
6/15/2020,88,0.161799404,PINO-SASB
6/15/2020,128,0.118779279,PINO-SASB
6/15/2020,178,0.090947268,PINO-SASB
6/16/2020,28,0.243178146,PINO-SASB
6/16/2020,58,0.164283388,PINO-SASB
6/16/2020,88,0.192345708,PINO-SASB
6/16/2020,128,0.162656446,PINO-SASB
6/16/2020,178,0.091707166,PINO-SASB
6/17/2020,28,0.246441283,PINO-SASB
6/17/2020,58,0.170539208,PINO-SASB
6/17/2020,88,0.207064733,PINO-SASB
6/17/2020,128,0.200262075,PINO-SASB
6/17/2020,178,0.092825755,PINO-SASB
6/18/2020,28,0.261856667,PINO-SASB
6/18/2020,58,0.180315163,PINO-SASB
6/18/2020,88,0.221337833,PINO-SASB
6/18/2020,128,0.216219879,PINO-SASB
6/18/2020,178,0.158970083,PINO-SASB
6/19/2020,28,0.249254187,PINO-SASB
6/19/2020,58,0.178683867,PINO-SASB
6/19/2020,88,0.222308912,PINO-SASB
6/19/2020,128,0.220460963,PINO-SASB
6/19/2020,178,0.206291338,PINO-SASB
6/20/2020,28,0.252809429,PINO-SASB
6/20/2020,58,0.176738904,PINO-SASB
6/20/2020,88,0.220278275,PINO-SASB
6/20/2020,128,0.219872096,PINO-SASB
6/20/2020,178,0.204180654,PINO-SASB
6/21/2020,28,0.250202504,PINO-SASB
6/21/2020,58,0.177157513,PINO-SASB
6/21/2020,88,0.220639725,PINO-SASB
6/21/2020,128,0.220858529,PINO-SASB
6/21/2020,178,0.207119183,PINO-SASB
6/22/2020,28,0.251722108,PINO-SASB
6/22/2020,58,0.175849904,PINO-SASB
6/22/2020,88,0.219304025,PINO-SASB
6/22/2020,128,0.220038083,PINO-SASB
6/22/2020,178,0.205969096,PINO-SASB
6/23/2020,28,0.259297442,PINO-SASB
6/23/2020,58,0.17806765,PINO-SASB
6/23/2020,88,0.221381054,PINO-SASB
6/23/2020,128,0.221920567,PINO-SASB
6/23/2020,178,0.207096054,PINO-SASB
6/24/2020,28,0.265390525,PINO-SASB
6/24/2020,58,0.184578617,PINO-SASB
6/24/2020,88,0.227972425,PINO-SASB
6/24/2020,128,0.22649675,PINO-SASB
6/24/2020,178,0.218703583,PINO-SASB
6/25/2020,28,0.252541946,PINO-SASB
6/25/2020,58,0.180444379,PINO-SASB
6/25/2020,88,0.224838804,PINO-SASB
6/25/2020,128,0.225233342,PINO-SASB
6/25/2020,178,0.215817875,PINO-SASB
6/26/2020,28,0.248825096,PINO-SASB
6/26/2020,58,0.177042125,PINO-SASB
6/26/2020,88,0.221512013,PINO-SASB
6/26/2020,128,0.223019154,PINO-SASB
6/26/2020,178,0.212193792,PINO-SASB
6/27/2020,28,0.251358592,PINO-SASB
6/27/2020,58,0.1763573,PINO-SASB
6/27/2020,88,0.220270188,PINO-SASB
6/27/2020,128,0.222283246,PINO-SASB
6/27/2020,178,0.210104413,PINO-SASB
6/28/2020,28,0.274883513,PINO-SASB
6/28/2020,58,0.189719621,PINO-SASB
6/28/2020,88,0.23112855,PINO-SASB
6/28/2020,128,0.229692275,PINO-SASB
6/28/2020,178,0.226485892,PINO-SASB
6/29/2020,28,0.274176308,PINO-SASB
6/29/2020,58,0.191396329,PINO-SASB
6/29/2020,88,0.233668342,PINO-SASB
6/29/2020,128,0.232202183,PINO-SASB
6/29/2020,178,0.233904533,PINO-SASB
6/30/2020,28,0.268005158,PINO-SASB
6/30/2020,58,0.187170963,PINO-SASB
6/30/2020,88,0.230312954,PINO-SASB
6/30/2020,128,0.230481167,PINO-SASB
6/30/2020,178,0.230035783,PINO-SASB
7/1/2020,28,0.262378896,PINO-SASB
7/1/2020,58,0.184551875,PINO-SASB
7/1/2020,88,0.22770495,PINO-SASB
7/1/2020,128,0.229730758,PINO-SASB
7/1/2020,178,0.298403733,PINO-SASB
7/2/2020,28,0.2530878,PINO-SASB
7/2/2020,58,0.180601792,PINO-SASB
7/2/2020,88,0.224204529,PINO-SASB
7/2/2020,128,0.229450046,PINO-SASB
7/2/2020,178,0.324785833,PINO-SASB
7/3/2020,28,0.256311071,PINO-SASB
7/3/2020,58,0.17843335,PINO-SASB
7/3/2020,88,0.222262188,PINO-SASB
7/3/2020,128,0.23066955,PINO-SASB
7/3/2020,178,0.327211017,PINO-SASB
7/4/2020,28,0.259032888,PINO-SASB
7/4/2020,58,0.178562262,PINO-SASB
7/4/2020,88,0.22213375,PINO-SASB
7/4/2020,128,0.232264454,PINO-SASB
7/4/2020,178,0.3288503,PINO-SASB
7/5/2020,28,0.258992029,PINO-SASB
7/5/2020,58,0.179828308,PINO-SASB
7/5/2020,88,0.223035683,PINO-SASB
7/5/2020,128,0.234076704,PINO-SASB
7/5/2020,178,0.330164629,PINO-SASB
7/6/2020,28,0.251449962,PINO-SASB
7/6/2020,58,0.177558583,PINO-SASB
7/6/2020,88,0.221401933,PINO-SASB
7/6/2020,128,0.235528183,PINO-SASB
7/6/2020,178,0.330852342,PINO-SASB
7/7/2020,28,0.251103854,PINO-SASB
7/7/2020,58,0.176881092,PINO-SASB
7/7/2020,88,0.220638658,PINO-SASB
7/7/2020,128,0.236345808,PINO-SASB
7/7/2020,178,0.331537517,PINO-SASB
7/8/2020,28,0.264072167,PINO-SASB
7/8/2020,58,0.1841323,PINO-SASB
7/8/2020,88,0.226167188,PINO-SASB
7/8/2020,128,0.245305858,PINO-SASB
7/8/2020,178,0.332130988,PINO-SASB
7/9/2020,28,0.255705971,PINO-SASB
7/9/2020,58,0.180640917,PINO-SASB
7/9/2020,88,0.223929279,PINO-SASB
7/9/2020,128,0.258527613,PINO-SASB
7/9/2020,178,0.3325435,PINO-SASB
7/10/2020,28,0.253205296,PINO-SASB
7/10/2020,58,0.178279096,PINO-SASB
7/10/2020,88,0.222200725,PINO-SASB
7/10/2020,128,0.263353742,PINO-SASB
7/10/2020,178,0.332817438,PINO-SASB
7/11/2020,28,0.248287892,PINO-SASB
7/11/2020,58,0.176631175,PINO-SASB
7/11/2020,88,0.220807646,PINO-SASB
7/11/2020,128,0.262963763,PINO-SASB
7/11/2020,178,0.333094854,PINO-SASB
7/12/2020,28,0.24343475,PINO-SASB
7/12/2020,58,0.175041704,PINO-SASB
7/12/2020,88,0.2191391,PINO-SASB
7/12/2020,128,0.2585723,PINO-SASB
7/12/2020,178,0.333220396,PINO-SASB
7/13/2020,28,0.238297867,PINO-SASB
7/13/2020,58,0.173650708,PINO-SASB
7/13/2020,88,0.217418158,PINO-SASB
7/13/2020,128,0.250404917,PINO-SASB
7/13/2020,178,0.333296392,PINO-SASB
7/14/2020,28,0.233381246,PINO-SASB
7/14/2020,58,0.172250479,PINO-SASB
7/14/2020,88,0.215619188,PINO-SASB
7/14/2020,128,0.244104733,PINO-SASB
7/14/2020,178,0.333299696,PINO-SASB
7/15/2020,28,0.229713971,PINO-SASB
7/15/2020,58,0.171134713,PINO-SASB
7/15/2020,88,0.213890613,PINO-SASB
7/15/2020,128,0.238997379,PINO-SASB
7/15/2020,178,0.333303,PINO-SASB
7/16/2020,28,0.226723713,PINO-SASB
7/16/2020,58,0.17041825,PINO-SASB
7/16/2020,88,0.212441554,PINO-SASB
7/16/2020,128,0.235616821,PINO-SASB
7/16/2020,178,0.333359171,PINO-SASB
7/17/2020,28,0.251302608,PINO-SASB
7/17/2020,58,0.1765626,PINO-SASB
7/17/2020,88,0.21477305,PINO-SASB
7/17/2020,128,0.233730825,PINO-SASB
7/17/2020,178,0.333319521,PINO-SASB
7/18/2020,28,0.279669346,PINO-SASB
7/18/2020,58,0.196900554,PINO-SASB
7/18/2020,88,0.234036646,PINO-SASB
7/18/2020,128,0.251594713,PINO-SASB
7/18/2020,178,0.333673196,PINO-SASB
7/19/2020,28,0.275669892,PINO-SASB
7/19/2020,58,0.201988713,PINO-SASB
7/19/2020,88,0.272609408,PINO-SASB
7/19/2020,128,0.291110267,PINO-SASB
7/19/2020,178,0.334341329,PINO-SASB
7/20/2020,28,0.275793633,PINO-SASB
7/20/2020,58,0.203830004,PINO-SASB
