      nSoil_Types           37543                
         ID    CLAY[%]    SAND[%]    Bd_mu[gcm-3]    nSamples
       4932         10         65             0.5         167
       4933         10         65             0.6        4427
       4934         10         65             0.7       23160
       4935         10         65             0.8       30961
       4936         10         65             0.9       14355
       4937         10         65               1       10827
       4938         10         65             1.1       16068
       4939         10         65             1.2       17811
       4940         10         65             1.3       31714
       4941         10         65             1.4       48058
       4942         10         65             1.5       33973
       4943         10         65             1.6       28413
       4944         10         65             1.7        8314
       4945         10         65             1.8         786
       4946         10         65             1.9           3
       4947         10         66             0.3           1
       4948         10         66             0.4          20
       4949         10         66             0.5         179
       4950         10         66             0.6        4800
       4951         10         66             0.7       24098
       4952         10         66             0.8       29216
       4953         10         66             0.9       12706
       4954         10         66               1        9881
       4955         10         66             1.1       14597
       4956         10         66             1.2       15692
       4957         10         66             1.3       35084
       4958         10         66             1.4       61948
       4959         10         66             1.5       46458
       4960         10         66             1.6       38445
       4961         10         66             1.7       12078
       4962         10         66             1.8        1223
       4963         10         66             1.9           3
       4964         10         66               2           1
       4965         10         67             0.3           3
       4966         10         67             0.4          24
       4967         10         67             0.5         231
       4968         10         67             0.6        5215
       4969         10         67             0.7       24149
       4970         10         67             0.8       26934
       4971         10         67             0.9       11418
       4972         10         67               1        9078
       4973         10         67             1.1       12952
       4974         10         67             1.2       14608
       4975         10         67             1.3       36490
       4976         10         67             1.4       73180
       4977         10         67             1.5       59294
       4978         10         67             1.6       51285
       4979         10         67             1.7       16863
       4980         10         67             1.8        1499
       4981         10         67             1.9          10
       4982         10         67               2           1
       4983         10         68             0.3           1
       4984         10         68             0.4          16
       4985         10         68             0.5         279
       4986         10         68             0.6        5934
       4987         10         68             0.7       24469
       4988         10         68             0.8       24074
       4989         10         68             0.9       10283
       4990         10         68               1        8293
       4991         10         68             1.1       11694
       4992         10         68             1.2       12831
       4993         10         68             1.3       31949
       4994         10         68             1.4       69118
       4995         10         68             1.5       64849
       4996         10         68             1.6       57404
       4997         10         68             1.7       18429
       4998         10         68             1.8        1251
       4999         10         68             1.9          17
       5000         10         69             0.3           6
       5001         10         69             0.4          17
       5002         10         69             0.5         366
       5003         10         69             0.6        6684
       5004         10         69             0.7       23969
       5005         10         69             0.8       21448
       5006         10         69             0.9        9157
       5007         10         69               1        7736
       5008         10         69             1.1       10518
       5009         10         69             1.2       11461
       5010         10         69             1.3       24110
       5011         10         69             1.4       60259
       5012         10         69             1.5       67290
       5013         10         69             1.6       63182
       5014         10         69             1.7       18994
       5015         10         69             1.8        1145
       5016         10         69             1.9           5
       5017         10         70             0.3           2
       5018         10         70             0.4          20
       5019         10         70             0.5         396
       5020         10         70             0.6        7566
       5021         10         70             0.7       22831
       5022         10         70             0.8       18471
       5023         10         70             0.9        7962
       5024         10         70               1        6800
       5025         10         70             1.1        9616
       5026         10         70             1.2        9372
       5027         10         70             1.3       19179
       5028         10         70             1.4       52588
       5029         10         70             1.5       70173
       5030         10         70             1.6       67090
       5031         10         70             1.7       20086
       5032         10         70             1.8        1137
       5033         10         70             1.9           3
       5034         10         70               2           1
       5035         10         71             0.3           3
       5036         10         71             0.4          13
       5037         10         71             0.5         390
       5038         10         71             0.6        7792
       5039         10         71             0.7       21350
       5040         10         71             0.8       16263
       5041         10         71             0.9        6882
       5042         10         71               1        6043
       5043         10         71             1.1        8294
       5044         10         71             1.2        7767
       5045         10         71             1.3       14590
       5046         10         71             1.4       42809
       5047         10         71             1.5       65863
       5048         10         71             1.6       58733
       5049         10         71             1.7       19307
       5050         10         71             1.8        1227
       5051         10         71             1.9           5
       5052         10         72             0.3           4
       5053         10         72             0.4           9
       5054         10         72             0.5         383
       5055         10         72             0.6        7942
       5056         10         72             0.7       20019
       5057         10         72             0.8       14265
       5058         10         72             0.9        6013
       5059         10         72               1        5011
       5060         10         72             1.1        6403
       5061         10         72             1.2        6021
       5062         10         72             1.3       10355
       5063         10         72             1.4       33978
       5064         10         72             1.5       51166
       5065         10         72             1.6       41264
       5066         10         72             1.7       15901
       5067         10         72             1.8        1095
       5068         10         72             1.9           6
       5069         10         73             0.3           3
       5070         10         73             0.4          15
       5071         10         73             0.5         337
       5072         10         73             0.6        7069
       5073         10         73             0.7       17898
       5074         10         73             0.8       11788
       5075         10         73             0.9        5099
       5076         10         73               1        3941
       5077         10         73             1.1        4658
       5078         10         73             1.2        4803
       5079         10         73             1.3        8001
       5080         10         73             1.4       24012
       5081         10         73             1.5       33773
       5082         10         73             1.6       23331
       5083         10         73             1.7        8971
       5084         10         73             1.8         804
       5085         10         73             1.9           2
       5086         10         74             0.3           3
       5087         10         74             0.4           9
       5088         10         74             0.5         257
       5089         10         74             0.6        6632
       5090         10         74             0.7       15585
       5091         10         74             0.8        9615
       5092         10         74             0.9        4190
       5093         10         74               1        3017
       5094         10         74             1.1        3154
       5095         10         74             1.2        3143
       5096         10         74             1.3        5089
       5097         10         74             1.4       14330
       5098         10         74             1.5       21225
       5099         10         74             1.6       12643
       5100         10         74             1.7        4199
       5101         10         74             1.8         519
       5102         10         74             1.9           2
       5103         10         75             0.4           6
       5104         10         75             0.5         165
       5105         10         75             0.6        5535
       5106         10         75             0.7       13199
       5107         10         75             0.8        7696
       5108         10         75             0.9        3263
       5109         10         75               1        2224
       5110         10         75             1.1        2195
       5111         10         75             1.2        2137
       5112         10         75             1.3        2628
       5113         10         75             1.4        5788
       5114         10         75             1.5        9359
       5115         10         75             1.6        5373
       5116         10         75             1.7        1627
       5117         10         75             1.8         191
       5118         10         75             1.9           1
       5119         10         76             0.4           3
       5120         10         76             0.5         116
       5121         10         76             0.6        4468
       5122         10         76             0.7       10397
       5123         10         76             0.8        5737
       5124         10         76             0.9        2275
       5125         10         76               1        1392
       5126         10         76             1.1        1216
       5127         10         76             1.2        1194
       5128         10         76             1.3        1272
       5129         10         76             1.4        2629
       5130         10         76             1.5        4176
       5131         10         76             1.6        2139
       5132         10         76             1.7         870
       5133         10         76             1.8          84
       5134         10         76             1.9           1
       5135         10         77             0.5          55
       5136         10         77             0.6        3240
       5137         10         77             0.7        7040
       5138         10         77             0.8        3762
       5139         10         77             0.9        1519
       5140         10         77               1         833
       5141         10         77             1.1         610
       5142         10         77             1.2         511
       5143         10         77             1.3         400
       5144         10         77             1.4        1140
       5145         10         77             1.5        2062
       5146         10         77             1.6         740
       5147         10         77             1.7         221
       5148         10         77             1.8          10
       5149         10         78             0.5          49
       5150         10         78             0.6        2241
       5151         10         78             0.7        4582
       5152         10         78             0.8        2387
       5153         10         78             0.9         925
       5154         10         78               1         496
       5155         10         78             1.1         300
       5156         10         78             1.2         272
       5157         10         78             1.3         169
       5158         10         78             1.4         585
       5159         10         78             1.5         881
       5160         10         78             1.6         346
       5161         10         78             1.7          59
       5162         10         78             1.8           2
       5163         10         79             0.5          19
       5164         10         79             0.6        1323
       5165         10         79             0.7        2810
       5166         10         79             0.8        1336
       5167         10         79             0.9         535
       5168         10         79               1         232
       5169         10         79             1.1         127
       5170         10         79             1.2         117
       5171         10         79             1.3          99
       5172         10         79             1.4         337
       5173         10         79             1.5         593
       5174         10         79             1.6         242
       5175         10         79             1.7          23
       5176         10         79             1.8           2
       5177         10         80             0.5           6
       5178         10         80             0.6         767
       5179         10         80             0.7        1638
       5180         10         80             0.8         712
       5181         10         80             0.9         288
       5182         10         80               1         117
       5183         10         80             1.1          56
       5184         10         80             1.2          82
       5185         10         80             1.3          88
       5186         10         80             1.4         249
       5187         10         80             1.5         454
       5188         10         80             1.6         148
       5189         10         80             1.7           8
       5190         10         81             0.5           1
       5191         10         81             0.6         411
       5192         10         81             0.7         790
       5193         10         81             0.8         361
       5194         10         81             0.9         154
       5195         10         81               1          60
       5196         10         81             1.1          24
       5197         10         81             1.2          46
       5198         10         81             1.3          68
       5199         10         81             1.4         140
       5200         10         81             1.5         291
       5201         10         81             1.6          78
       5202         10         81             1.7          11
       5203         10         82             0.6         164
       5204         10         82             0.7         361
       5205         10         82             0.8         158
       5206         10         82             0.9          57
       5207         10         82               1          31
       5208         10         82             1.1          13
       5209         10         82             1.2          31
       5210         10         82             1.3          66
       5211         10         82             1.4          68
       5212         10         82             1.5         177
       5213         10         82             1.6          50
       5214         10         83             0.6          73
       5215         10         83             0.7         125
       5216         10         83             0.8          56
       5217         10         83             0.9          25
       5218         10         83               1          14
       5219         10         83             1.1          10
       5220         10         83             1.2          23
       5221         10         83             1.3          45
       5222         10         83             1.4          32
       5223         10         83             1.5          87
       5224         10         83             1.6          22
       5225         10         83             1.7           1
       5226         10         84             0.6          29
       5227         10         84             0.7          20
       5228         10         84             0.8          19
       5229         10         84             0.9          10
       5230         10         84               1           4
       5231         10         84             1.1          10
       5232         10         84             1.2          15
       5233         10         84             1.3          47
       5234         10         84             1.4          19
       5235         10         84             1.5          47
       5236         10         84             1.6           7
       5237         10         85             0.7           1
       5238         10         85             0.8           3
       5239         10         85             0.9           4
       5240         10         85               1           2
       5241         10         85             1.1           2
       5242         10         85             1.2          27
       5243         10         85             1.3          40
       5244         10         85             1.4           9
       5245         10         85             1.5          16
       5246         10         85             1.6           3
       5247         10         86             0.7           1
       5248         10         86             0.8           4
       5249         10         86             0.9           3
       5250         10         86               1           1
       5251         10         86             1.2          15
       5252         10         86             1.3          28
       5253         10         86             1.4           6
       5254         10         86             1.5           4
       5255         10         87             0.8           1
       5256         10         87               1           1
       5257         10         87             1.1           1
       5258         10         87             1.2           2
       5259         10         87             1.3          18
       5260         10         87             1.4           5
       5261         10         87             1.5           2
       5262         10         87             1.6           1
       5263         10         88             1.2           4
       5264         10         88             1.3           4
       5265         10         88             1.4           7
       5266         10         88             1.5           5
       5267         10         88             1.6           1
       5268         10         89             1.2           2
       5269         10         89             1.3           5
       5270         10         89             1.4           6
       5271         10         89             1.5           2
       5272         10         89             1.6           1
       5273         10         90             1.3           3
       5274         10         90             1.5           1
       5275         10         90             1.6           1
       5276         10         91             1.3           3
       5277         10         91             1.4           2
       5278         10         93             1.4           2
       5279         11         20             0.8           1
       5280         11         20             0.9           2
       5281         11         21             0.9           1
       5282         11         22             0.8           3
       5283         11         22             0.9           5
       5284         11         22               1           1
       5285         11         23             0.8           1
       5286         11         23             0.9           4
       5287         11         23               1           2
       5288         11         24             0.8           6
       5289         11         24             0.9          13
       5290         11         24               1           7
       5291         11         24             1.1           1
       5292         11         25             0.7           1
       5293         11         25             0.8           3
       5294         11         25             0.9          12
       5295         11         25               1          11
       5296         11         25             1.1           5
       5297         11         25             1.2           1
       5298         11         26             0.7           4
       5299         11         26             0.8           3
       5300         11         26             0.9          11
       5301         11         26               1          13
       5302         11         26             1.1          18
       5303         11         26             1.2           1
       5304         11         26             1.3           1
       5305         11         26             1.4           1
       5306         11         27             0.7           1
       5307         11         27             0.8          12
       5308         11         27             0.9          13
       5309         11         27               1          28
       5310         11         27             1.1          22
       5311         11         27             1.2           7
       5312         11         27             1.3           2
       5313         11         27             1.4           3
       5314         11         27             1.5           1
       5315         11         28             0.8           9
       5316         11         28             0.9          22
       5317         11         28               1          34
       5318         11         28             1.1          41
       5319         11         28             1.2          11
       5320         11         28             1.3           8
       5321         11         28             1.4           4
       5322         11         28             1.5           4
       5323         11         29             0.7           2
       5324         11         29             0.8          20
       5325         11         29             0.9          30
       5326         11         29               1          44
       5327         11         29             1.1          53
       5328         11         29             1.2          28
       5329         11         29             1.3          11
       5330         11         29             1.4           8
       5331         11         29             1.5           2
       5332         11         29             1.6           3
       5333         11         30             0.7           2
       5334         11         30             0.8          26
       5335         11         30             0.9          51
       5336         11         30               1          55
       5337         11         30             1.1          56
       5338         11         30             1.2          21
       5339         11         30             1.3          23
       5340         11         30             1.4          10
       5341         11         30             1.5           3
       5342         11         30             1.6           6
       5343         11         31             0.7           2
       5344         11         31             0.8          26
       5345         11         31             0.9          37
       5346         11         31               1          53
       5347         11         31             1.1          55
       5348         11         31             1.2          33
       5349         11         31             1.3          27
       5350         11         31             1.4          11
       5351         11         31             1.5           5
       5352         11         32             0.6           1
       5353         11         32             0.7          13
       5354         11         32             0.8          34
       5355         11         32             0.9          71
       5356         11         32               1          71
       5357         11         32             1.1          76
       5358         11         32             1.2          36
       5359         11         32             1.3          22
       5360         11         32             1.4          10
       5361         11         32             1.5           6
       5362         11         32             1.6           2
       5363         11         33             0.6           2
       5364         11         33             0.7          14
       5365         11         33             0.8          54
       5366         11         33             0.9          75
       5367         11         33               1          95
       5368         11         33             1.1          90
       5369         11         33             1.2          56
       5370         11         33             1.3          25
       5371         11         33             1.4           7
       5372         11         33             1.5           4
       5373         11         33             1.6           1
       5374         11         34             0.6           5
       5375         11         34             0.7          30
       5376         11         34             0.8          65
       5377         11         34             0.9          86
       5378         11         34               1          92
       5379         11         34             1.1          77
       5380         11         34             1.2          40
       5381         11         34             1.3          17
       5382         11         34             1.4          11
       5383         11         34             1.5           5
       5384         11         34             1.6           1
       5385         11         35             0.7          39
       5386         11         35             0.8          88
       5387         11         35             0.9         113
       5388         11         35               1         127
       5389         11         35             1.1          98
       5390         11         35             1.2          41
       5391         11         35             1.3          15
       5392         11         35             1.4           6
       5393         11         35             1.5           2
       5394         11         35             1.8           1
       5395         11         36             0.6           4
       5396         11         36             0.7          43
       5397         11         36             0.8         161
       5398         11         36             0.9         174
       5399         11         36               1         184
       5400         11         36             1.1         147
       5401         11         36             1.2          74
       5402         11         36             1.3          33
       5403         11         36             1.4          14
       5404         11         36             1.5           9
       5405         11         37             0.6           4
       5406         11         37             0.7          76
       5407         11         37             0.8         285
       5408         11         37             0.9         286
       5409         11         37               1         320
       5410         11         37             1.1         244
       5411         11         37             1.2          89
       5412         11         37             1.3          40
       5413         11         37             1.4          15
       5414         11         37             1.5           9
       5415         11         38             0.6          15
       5416         11         38             0.7         101
       5417         11         38             0.8         426
       5418         11         38             0.9         380
       5419         11         38               1         455
       5420         11         38             1.1         353
       5421         11         38             1.2         142
       5422         11         38             1.3          73
       5423         11         38             1.4          26
       5424         11         38             1.5          20
       5425         11         38             1.6           2
       5426         11         39             0.5           1
       5427         11         39             0.6          16
       5428         11         39             0.7         151
       5429         11         39             0.8         431
       5430         11         39             0.9         508
       5431         11         39               1         584
       5432         11         39             1.1         466
       5433         11         39             1.2         184
       5434         11         39             1.3         102
       5435         11         39             1.4          42
       5436         11         39             1.5          29
       5437         11         39             1.6          10
       5438         11         39             1.7           1
       5439         11         40             0.5           2
       5440         11         40             0.6          17
       5441         11         40             0.7         234
       5442         11         40             0.8         497
       5443         11         40             0.9         618
       5444         11         40               1         790
       5445         11         40             1.1         669
       5446         11         40             1.2         377
       5447         11         40             1.3         132
       5448         11         40             1.4          62
       5449         11         40             1.5          57
       5450         11         40             1.6          11
       5451         11         40             1.7           2
       5452         11         41             0.5           4
       5453         11         41             0.6          32
       5454         11         41             0.7         332
       5455         11         41             0.8         685
       5456         11         41             0.9         771
       5457         11         41               1        1004
       5458         11         41             1.1         882
       5459         11         41             1.2         493
       5460         11         41             1.3         208
       5461         11         41             1.4          93
       5462         11         41             1.5          79
       5463         11         41             1.6          20
       5464         11         41             1.8           1
       5465         11         41             1.9           1
       5466         11         42             0.5           2
       5467         11         42             0.6          62
       5468         11         42             0.7         456
       5469         11         42             0.8         978
       5470         11         42             0.9        1066
       5471         11         42               1        1537
       5472         11         42             1.1        1225
       5473         11         42             1.2         542
       5474         11         42             1.3         247
       5475         11         42             1.4         126
       5476         11         42             1.5         113
       5477         11         42             1.6          34
       5478         11         42             1.7           2
       5479         11         43             0.5           7
       5480         11         43             0.6          87
       5481         11         43             0.7         624
       5482         11         43             0.8        1230
       5483         11         43             0.9        1444
       5484         11         43               1        1996
       5485         11         43             1.1        1724
       5486         11         43             1.2         813
       5487         11         43             1.3         400
       5488         11         43             1.4         217
       5489         11         43             1.5         141
       5490         11         43             1.6          50
       5491         11         43             1.7           3
       5492         11         44             0.5           4
       5493         11         44             0.6          97
       5494         11         44             0.7         837
       5495         11         44             0.8        1650
       5496         11         44             0.9        2035
       5497         11         44               1        2542
       5498         11         44             1.1        2370
       5499         11         44             1.2        1217
       5500         11         44             1.3         538
       5501         11         44             1.4         311
       5502         11         44             1.5         200
       5503         11         44             1.6          86
       5504         11         44             1.7           5
       5505         11         44             1.8           1
       5506         11         45             0.5           7
       5507         11         45             0.6         181
       5508         11         45             0.7        1066
       5509         11         45             0.8        2200
       5510         11         45             0.9        2461
       5511         11         45               1        3267
       5512         11         45             1.1        3363
       5513         11         45             1.2        1411
       5514         11         45             1.3         692
       5515         11         45             1.4         396
       5516         11         45             1.5         247
       5517         11         45             1.6         134
       5518         11         45             1.7           9
       5519         11         46             0.5          18
       5520         11         46             0.6         222
       5521         11         46             0.7        1521
       5522         11         46             0.8        3183
       5523         11         46             0.9        3208
       5524         11         46               1        4042
       5525         11         46             1.1        4359
       5526         11         46             1.2        1902
       5527         11         46             1.3         911
       5528         11         46             1.4         549
       5529         11         46             1.5         343
       5530         11         46             1.6         200
       5531         11         46             1.7          20
       5532         11         47             0.4           2
       5533         11         47             0.5          23
       5534         11         47             0.6         329
       5535         11         47             0.7        2005
       5536         11         47             0.8        4154
       5537         11         47             0.9        3857
       5538         11         47               1        4731
       5539         11         47             1.1        5566
       5540         11         47             1.2        2404
       5541         11         47             1.3        1235
       5542         11         47             1.4         808
       5543         11         47             1.5         510
       5544         11         47             1.6         341
       5545         11         47             1.7          25
       5546         11         47             1.8           1
       5547         11         48             0.5          34
       5548         11         48             0.6         488
       5549         11         48             0.7        2581
       5550         11         48             0.8        5058
       5551         11         48             0.9        4794
       5552         11         48               1        5863
       5553         11         48             1.1        7006
       5554         11         48             1.2        3287
       5555         11         48             1.3        1796
       5556         11         48             1.4        1199
       5557         11         48             1.5         708
       5558         11         48             1.6         522
       5559         11         48             1.7          64
       5560         11         48             1.8           5
       5561         11         49             0.4           1
       5562         11         49             0.5          35
       5563         11         49             0.6         623
       5564         11         49             0.7        3434
       5565         11         49             0.8        6154
       5566         11         49             0.9        6173
       5567         11         49               1        7365
       5568         11         49             1.1        9021
       5569         11         49             1.2        4474
       5570         11         49             1.3        2592
       5571         11         49             1.4        1807
       5572         11         49             1.5         981
       5573         11         49             1.6         704
       5574         11         49             1.7          63
       5575         11         49             1.8           5
       5576         11         50             0.4           6
       5577         11         50             0.5          44
       5578         11         50             0.6         813
       5579         11         50             0.7        4620
       5580         11         50             0.8        7659
       5581         11         50             0.9        7354
       5582         11         50               1        8498
       5583         11         50             1.1       11019
       5584         11         50             1.2        5757
       5585         11         50             1.3        3736
       5586         11         50             1.4        2558
       5587         11         50             1.5        1207
       5588         11         50             1.6         849
       5589         11         50             1.7          92
       5590         11         50             1.8           9
       5591         11         50             1.9           1
       5592         11         51             0.4           6
       5593         11         51             0.5          64
       5594         11         51             0.6        1064
       5595         11         51             0.7        6311
       5596         11         51             0.8       10128
       5597         11         51             0.9        9107
       5598         11         51               1       10272
       5599         11         51             1.1       13374
       5600         11         51             1.2        7037
       5601         11         51             1.3        4860
       5602         11         51             1.4        3283
       5603         11         51             1.5        1405
       5604         11         51             1.6         868
       5605         11         51             1.7         150
       5606         11         51             1.8          18
       5607         11         51             1.9           1
       5608         11         51               2           2
       5609         11         52             0.4           6
       5610         11         52             0.5          96
       5611         11         52             0.6        1467
       5612         11         52             0.7        8380
       5613         11         52             0.8       13044
       5614         11         52             0.9       11275
       5615         11         52               1       11726
       5616         11         52             1.1       14971
       5617         11         52             1.2        8366
       5618         11         52             1.3        6585
       5619         11         52             1.4        4445
       5620         11         52             1.5        1679
       5621         11         52             1.6         977
       5622         11         52             1.7         224
       5623         11         52             1.8          25
       5624         11         52             1.9           1
       5625         11         52               2           1
       5626         11         53             0.4          13
       5627         11         53             0.5         175
       5628         11         53             0.6        2115
       5629         11         53             0.7       11814
       5630         11         53             0.8       17752
       5631         11         53             0.9       15717
       5632         11         53               1       14946
       5633         11         53             1.1       16840
       5634         11         53             1.2        9389
       5635         11         53             1.3        8154
       5636         11         53             1.4        5518
       5637         11         53             1.5        2176
       5638         11         53             1.6        1188
       5639         11         53             1.7         292
       5640         11         53             1.8          45
       5641         11         53             1.9           1
       5642         11         54             0.3           1
       5643         11         54             0.4          31
       5644         11         54             0.5         340
       5645         11         54             0.6        3781
       5646         11         54             0.7       17787
       5647         11         54             0.8       25665
       5648         11         54             0.9       22019
       5649         11         54               1       20540
       5650         11         54             1.1       20832
       5651         11         54             1.2       11314
       5652         11         54             1.3       10110
       5653         11         54             1.4        7085
       5654         11         54             1.5        3020
       5655         11         54             1.6        1615
       5656         11         54             1.7         330
       5657         11         54             1.8          23
