id,0-5 cm,5-15 cm,15-30 cm,30-60 cm,60-100 cm,100-200 cm,soil depth,x,y,Fuente
2086,0.31689431985926186,0.31689431985926186,0.3179217900156494,0.35673600240586945,0.396169881332532,NA,74,-72.66258565,-48.31854844,CHLSOC
2087,0.11657911307605257,0.10417188612188913,0.07244969843271902,0.07318638706302476,0.0345314442339516,NA,74,-72.66258565,-48.31854844,CHLSOC
2088,0.11493600372635752,0.12083968336686252,0.13557771743592076,0.1543281712723462,0.16429187435932524,NA,80,-72.34483909,-48.253207,CHLSOC
2089,0.1787972030150501,0.1691370371657283,0.1305712587750251,0.09616908675038613,NA,NA,31,-73.51804315,-47.79141855,CHLSOC
2090,0.316,0.316,0.316,NA,NA,NA,23,-73.07585168,-47.7001661,CHLSOC
2091,0.2930559975030662,0.2702074116847922,0.22235658755490664,0.17035549338917616,0.1490117118981697,NA,74,-72.94555953,-47.48234204,CHLSOC
2092,0.121,0.121,NA,NA,NA,NA,8,-72.59043587,-47.2896276,CHLSOC
2093,0.2347660925689095,0.22592190425178266,0.21153005025575874,NA,NA,NA,25,-72.49085695,-47.26195015,CHLSOC
2094,0.2114812722914177,0.13137440859142352,0.1673194121422649,0.12692549167484135,NA,NA,58,-72.24317388,-47.23738386,CHLSOC
2096,0.1928079680917091,0.19209796191841644,0.18777805290324592,0.1543064030521661,NA,NA,56,-72.68752222,-47.14735727,CHLSOC
2097,0.1636842549121327,0.1679276618200746,0.18204858998251222,0.18976466333347516,NA,NA,36,-72.45635354,-47.11921865,CHLSOC
2098,0.20300177195682959,0.1883898103408616,0.17734141188124095,0.19220658505650315,NA,NA,47,-72.60890576,-47.1135525,CHLSOC
2099,0.11099222411309187,0.10608362577320571,0.09014069623374939,0.08372335586074622,0.022209500841838918,0.0944979914794936,120,-71.7001371,-46.54507242,CHLSOC
2100,0.11364546066836011,0.10038021141799407,0.07583076027356218,0.10834075239533629,0.12851090377613927,NA,92,-71.73868062,-46.72717222,CHLSOC
2101,0.06666622465255917,0.07119540532906726,0.08793616588127494,0.09728912451747017,0.08919228417170934,NA,69,-71.8672515,-46.51644819,CHLSOC
2102,0.2626829651585183,0.2011816446480086,0.22957299357185573,0.25466064616594386,0.05977176789441728,NA,65,-72.53019162,-46.75176027,CHLSOC
2107,0.11979971461156474,0.10140491353244858,0.05154678713589603,0.07782039840891604,0.13446188611140528,NA,90,-72.71684099,-46.53849301,CHLSOC
2108,0.09538294136055733,0.09081616291525652,0.07305264469593525,0.06779128035370027,0.1571138099816819,0.19292158233178414,168,-72.56091111,-46.12423387,CHLSOC
2109,0.13945551481650825,0.1343099773117873,0.12307226597284412,0.12489373243115424,0.18219125381340995,NA,90,-72.0735922,-46.10764901,CHLSOC
2110,0.0958958539190166,0.06147253830427405,0.028450400027338105,0.19825990450972272,0.18475689886365973,NA,97,-71.9530782,-46.23658086,CHLSOC
2111,0.11886540039586592,0.10525762078610851,0.07843015802900187,0.06650347429791773,0.06182852187358465,0.055019521479011034,122,-71.94350943,-46.28714194,CHLSOC
2112,0.07828725391039257,0.12667661882376563,0.15299410727642163,0.1193266591928019,0.18991910152316388,NA,100,-72.09926057,-46.2222507,CHLSOC
2113,0.17536641505360231,0.1744642767319635,0.17191143649728532,0.1567468033213632,0.1763414026662709,NA,100,-71.83604749,-45.90280182,CHLSOC
2114,0.09312920447988166,0.08488803214014239,0.08477716528240554,0.0914719735634585,0.08951571111151038,0.10525069570404143,122,-71.72763736,-45.86700008,CHLSOC
2115,0.20092360539606074,0.19782217824110812,0.18185596422210526,0.15449475322603606,0.20992318594772438,0.19256264662599173,106,-71.78873351,-45.78201941,CHLSOC
2116,0.2229107423742432,0.20986515628293592,0.1859261953228902,0.16716411228099384,0.1463463650396177,0.18692197416442324,178,-72.06091754,-45.75910861,CHLSOC
2117,0.19737023802531167,0.19668297466573198,0.1940912842596793,0.20860889786943337,0.19715702874539873,0.19039889007631688,124,-72.06522654,-45.84895919,CHLSOC
2118,0.20426976021914356,0.21231255681247954,0.2097556689806894,0.15374882995060782,0.15595912393639583,NA,80,-72.11269808,-45.75145597,CHLSOC
2119,0.29126021724491613,0.3137213537379957,0.25961424265877003,0.1401890157994008,0.18770674598209436,NA,80,-72.19405994,-45.69169256,CHLSOC
2120,0.15717056262136123,0.14266094830245477,0.11338019857033722,0.13719059943348175,0.15630977950281305,NA,94,-72.19467987,-45.59553961,CHLSOC
2121,0.27448988349337733,0.22213733859659862,0.16354720905033862,0.15273584195658285,0.15207254611445764,0.12523554251489635,118,-72.01347312,-45.57205753,CHLSOC
2122,0.15729845014923322,0.15847686780718967,0.1627033234017708,0.18604103681581663,0.19318606545339917,0.1532596572877362,155,-72.00266047,-45.44787081,CHLSOC
2124,0.1525725286320687,0.13844847626132262,0.16354539507985771,0.15592936730151816,0.1410257297387142,NA,88,-72.60571986,-45.35511452,CHLSOC
2126,0.19765067220030863,0.17033101991183314,0.1129994053943716,0.1911614020134832,0.10430073277364352,0.14095323985833802,130,-72.27508941,-45.86483568,CHLSOC
2127,0.15703984744158395,0.14346858545810648,0.1201592510363599,0.11287492353735523,0.12719287289403938,0.11836930957647739,116,-71.52774381,-45.37193228,CHLSOC
2128,0.16692455186154112,0.16124881298179075,0.15175063288269977,0.17164377565071673,0.16359534066538883,NA,80,-71.87770767,-45.13722744,CHLSOC
2129,0.19886541887563428,0.2049506565620824,0.21818800899416033,0.22457687822499003,NA,NA,39,-71.86727854,-44.68611968,CHLSOC
2130,0.13631034076095705,0.14250793146886281,0.15671373336713224,0.14484354632378707,0.1412928830772694,NA,76,-71.50750907,-44.58309702,CHLSOC
2131,0.2559361161330644,0.17358920765292296,0.10128635454173121,0.18619744885664777,0.1457601697486308,0.11717055243239528,128,-72.61459953,-44.75686683,CHLSOC
2133,0.1330558865061861,0.07955687743826997,0.13842565468936746,0.1296828521210778,0.10895104596723872,0.23811155751794336,110,-72.43321968,-44.0476353,CHLSOC
2134,0.015065430723131058,0.017161488696105585,0.023262206660619775,0.02984655703911779,0.020403625507920048,0.015291387337684549,110,-72.9556333,-43.76477928,CHLSOC
2135,0.07636896365105429,0.09927985484558992,0.12586561371773486,0.13652748017694577,0.1242578118630979,0.1642524640293364,130,-72.36576661,-43.84824399,CHLSOC
2136,0.1425909634765434,0.11914528130225625,0.09864674729649726,0.13838343351032753,0.09717010331309643,0.13947455133662184,146,-72.31638957,-43.98892261,CHLSOC
13030,0.08489325450588939,0.08059328159566648,0.06573670506026709,0.05897300214744857,NA,NA,60,-72.46850601,-36.0435651,UChile
13031,0.05327179982639154,0.059184240809433145,0.07816821483137285,0.05940029495302764,NA,NA,60,-72.46787512,-36.04385822,UChile
13032,0.04510674549411058,0.04940671840433349,0.0642632949397329,0.07102699785255143,NA,NA,60,-72.46842071,-36.04414916,UChile
13033,0.057553372747055284,0.059703359202166746,0.06713164746986647,0.07051349892627572,NA,NA,60,-72.46897397,-36.0438544,UChile
13034,0.08345626822993979,0.07163150236260273,0.041363920794640685,0.22859582126317432,NA,NA,60,-72.46947808,-36.04405432,UChile
13035,0.10100980612359148,0.09133488158793321,0.05887013019277423,0.06236380622791298,NA,NA,60,-72.47019798,-36.04375406,UChile
13036,0.08917482742655315,0.0811123999884001,0.054700137698760726,0.07008620612069662,NA,NA,60,-72.46985519,-36.04336827,UChile
13037,0.0824466272529447,0.08029664079783326,0.07286835253013356,0.06948650107372428,NA,NA,60,-72.46963526,-36.04295804,UChile
13038,0.0848932545058894,0.08059328159566648,0.06573670506026708,0.058973002147448585,NA,NA,60,-72.46899185,-36.04329596,UChile
13039,0.06550487003247646,0.06066743678933386,0.04636015271073368,0.0855310059062639,NA,NA,60,-72.46869747,-36.042785,UChile
13040,0.057553372747055305,0.05970335920216676,0.06713164746986645,0.07051349892627573,NA,NA,60,-72.46851313,-36.04230341,UChile
13041,0.047553372747055296,0.04970335920216676,0.05713164746986648,0.060513498926275736,NA,NA,60,-72.46816532,-36.04172824,UChile
13042,0.09489325450588938,0.09059328159566647,0.07573670506026708,0.06897300214744857,NA,NA,60,-72.46786159,-36.041163,UChile
13043,0.12284478482062988,0.11155736318746637,0.07304012268678774,0.06464140633512934,NA,NA,60,-72.46763983,-36.0404643,UChile
13044,0.06244659422362541,0.06029663679320049,0.05479344014448014,0.0888356038660317,NA,NA,60,-72.46735771,-36.03991755,UChile
13045,0.08489325450588936,0.08059328159566645,0.06573670506026708,0.05897300214744854,NA,NA,60,-72.46816669,-36.04307122,UChile
13046,0.057553372747055284,0.059703359202166746,0.06713164746986647,0.07051349892627569,NA,NA,60,-72.46792043,-36.04244411,UChile
13047,0.07244662725294469,0.07029664079783325,0.06286835253013356,0.05948650107372431,NA,NA,60,-72.46740165,-36.04200953,UChile
13048,0.05287364225870639,0.06792351841980004,0.11799644467471866,0.10424538969162259,NA,NA,60,-72.46724412,-36.04138429,UChile
13049,0.05449509693820422,0.05933255920603338,0.07556493490361291,0.0738180968860435,NA,NA,60,-72.46699787,-36.04075718,UChile
13050,0.06938835144409365,0.06992584080169989,0.07130163996387998,0.06279109903349206,NA,NA,60,-72.46936006,-36.04242,UChile
13051,0.04938835144409365,0.04992584080169987,0.05130163996387996,0.04279109903349207,NA,NA,60,-72.46908997,-36.04183997,UChile
13052,0.09100980612359151,0.08133488158793323,0.04887013019277423,0.05236380622791299,NA,NA,60,-72.46878001,-36.04123,UChile
13053,0.03880559335558313,0.06621784084036621,0.15563451430134428,0.09583707863116996,NA,NA,60,-72.46848004,-36.04061996,UChile
13054,0.07305827580885105,0.07037079999613337,0.06156671256625357,0.06669540204023222,NA,NA,60,-72.46824002,-36.04002002,UChile
13055,0.07611655161770207,0.0707415999922667,0.053133425132507114,0.06339080408046445,NA,NA,60,-72.46799001,-36.03941996,UChile
13056,0.07305827580885103,0.07037079999613335,0.06156671256625359,0.06669540204023225,NA,NA,60,-72.46766001,-36.03883001,UChile
13057,0.08795153031474041,0.08096408159179982,0.057303417626520636,0.05566840418768077,NA,NA,60,-72.46691,-36.03924003,UChile
13058,0.05694172419114892,0.059629200003866616,0.06843328743374644,0.0633045979597678,NA,NA,60,-72.46619,-36.03951999,UChile
13059,0.0475533727470553,0.04970335920216676,0.05713164746986645,0.060513498926275715,NA,NA,60,-72.46650995,-36.04015002,UChile
13060,0.0706116155265871,0.07007415519366739,0.07062344765046662,0.11655800375881532,NA,NA,60,-72.46673996,-36.04100996,UChile
