sitename,time,layer,m,season,model,mean
BN-MOLCO-CENTRO,2023-10-10,L2,10,Accumulation,SG,0.44474154811793504
BN-MOLCO-CENTRO,2023-10-30,L1,10,Accumulation,Obs,0.17599896828926206
BN-MOLCO-CENTRO,2023-10-30,L1,10,Accumulation,CLSM,0.44554492371552634
BN-MOLCO-CENTRO,2023-10-30,L1,10,Accumulation,FAO,0.43796804813230117
BN-MOLCO-CENTRO,2023-10-30,L1,10,Accumulation,SG,0.4755142189661771
BN-MOLCO-CENTRO,2023-10-30,L2,10,Accumulation,Obs,0.14821925647817732
BN-MOLCO-CENTRO,2023-10-30,L2,10,Accumulation,CLSM,0.4110571194220054
BN-MOLCO-CENTRO,2023-10-30,L2,10,Accumulation,FAO,0.4457212167654958
BN-MOLCO-CENTRO,2023-10-30,L2,10,Accumulation,SG,0.44101569836924986
BN-MOLCO-CENTRO,2023-12-19,L1,12,Release,Obs,0.14980015591235965
BN-MOLCO-CENTRO,2023-12-19,L1,12,Release,CLSM,0.3162355608822466
BN-MOLCO-CENTRO,2023-12-19,L1,12,Release,FAO,0.33275896043417436
BN-MOLCO-CENTRO,2023-12-19,L1,12,Release,SG,0.3453112515603673
BN-MOLCO-CENTRO,2023-12-19,L2,12,Release,Obs,0.14037523603208524
BN-MOLCO-CENTRO,2023-12-19,L2,12,Release,CLSM,0.37207935390364244
BN-MOLCO-CENTRO,2023-12-19,L2,12,Release,FAO,0.3923497878601507
BN-MOLCO-CENTRO,2023-12-19,L2,12,Release,SG,0.4208531294795405
BN-MOLCO-LEJOS,2021-08-24,L1,8,Accumulation,Obs,0.15961874999927242
BN-MOLCO-LEJOS,2021-08-24,L1,8,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2021-08-24,L1,8,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2021-08-24,L1,8,Accumulation,SG,NA
BN-MOLCO-LEJOS,2021-08-24,L2,8,Accumulation,Obs,0.18256564951497023
BN-MOLCO-LEJOS,2021-08-24,L2,8,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2021-08-24,L2,8,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2021-08-24,L2,8,Accumulation,SG,NA
BN-MOLCO-LEJOS,2021-11-16,L1,11,Release,Obs,0.12169259368530431
BN-MOLCO-LEJOS,2021-11-16,L1,11,Release,CLSM,NA
BN-MOLCO-LEJOS,2021-11-16,L1,11,Release,FAO,NA
BN-MOLCO-LEJOS,2021-11-16,L1,11,Release,SG,NA
BN-MOLCO-LEJOS,2021-11-16,L2,11,Release,Obs,0.14674528284368543
BN-MOLCO-LEJOS,2021-11-16,L2,11,Release,CLSM,NA
BN-MOLCO-LEJOS,2021-11-16,L2,11,Release,FAO,NA
BN-MOLCO-LEJOS,2021-11-16,L2,11,Release,SG,NA
BN-MOLCO-LEJOS,2022-04-03,L1,4,Release,Obs,0.08302189609526416
BN-MOLCO-LEJOS,2022-04-03,L1,4,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-04-03,L1,4,Release,FAO,NA
BN-MOLCO-LEJOS,2022-04-03,L1,4,Release,SG,NA
BN-MOLCO-LEJOS,2022-04-03,L2,4,Release,Obs,0.08732233384451037
BN-MOLCO-LEJOS,2022-04-03,L2,4,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-04-03,L2,4,Release,FAO,NA
BN-MOLCO-LEJOS,2022-04-03,L2,4,Release,SG,NA
BN-MOLCO-LEJOS,2022-04-19,L1,4,Release,Obs,0.08302189609526414
BN-MOLCO-LEJOS,2022-04-19,L1,4,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-04-19,L1,4,Release,FAO,NA
BN-MOLCO-LEJOS,2022-04-19,L1,4,Release,SG,NA
BN-MOLCO-LEJOS,2022-04-19,L2,4,Release,Obs,0.08732233384451037
BN-MOLCO-LEJOS,2022-04-19,L2,4,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-04-19,L2,4,Release,FAO,NA
BN-MOLCO-LEJOS,2022-04-19,L2,4,Release,SG,NA
BN-MOLCO-LEJOS,2022-08-24,L1,8,Accumulation,Obs,0.16190311716185535
BN-MOLCO-LEJOS,2022-08-24,L1,8,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2022-08-24,L1,8,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2022-08-24,L1,8,Accumulation,SG,NA
BN-MOLCO-LEJOS,2022-08-24,L2,8,Accumulation,Obs,0.179779647474499
BN-MOLCO-LEJOS,2022-08-24,L2,8,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2022-08-24,L2,8,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2022-08-24,L2,8,Accumulation,SG,NA
BN-MOLCO-LEJOS,2022-11-22,L1,11,Release,Obs,0.12115697934794456
BN-MOLCO-LEJOS,2022-11-22,L1,11,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-11-22,L1,11,Release,FAO,NA
BN-MOLCO-LEJOS,2022-11-22,L1,11,Release,SG,NA
BN-MOLCO-LEJOS,2022-11-22,L2,11,Release,Obs,0.13577878995202816
BN-MOLCO-LEJOS,2022-11-22,L2,11,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-11-22,L2,11,Release,FAO,NA
BN-MOLCO-LEJOS,2022-11-22,L2,11,Release,SG,NA
BN-MOLCO-LEJOS,2022-11-24,L1,11,Release,Obs,0.12115697934794456
BN-MOLCO-LEJOS,2022-11-24,L1,11,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-11-24,L1,11,Release,FAO,NA
BN-MOLCO-LEJOS,2022-11-24,L1,11,Release,SG,NA
BN-MOLCO-LEJOS,2022-11-24,L2,11,Release,Obs,0.13577878995202816
BN-MOLCO-LEJOS,2022-11-24,L2,11,Release,CLSM,NA
BN-MOLCO-LEJOS,2022-11-24,L2,11,Release,FAO,NA
BN-MOLCO-LEJOS,2022-11-24,L2,11,Release,SG,NA
BN-MOLCO-LEJOS,2023-05-03,L1,5,Accumulation,Obs,0.13492174177184818
BN-MOLCO-LEJOS,2023-05-03,L1,5,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-05-03,L1,5,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-05-03,L1,5,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-05-03,L2,5,Accumulation,Obs,0.11581310426297035
BN-MOLCO-LEJOS,2023-05-03,L2,5,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-05-03,L2,5,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-05-03,L2,5,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-05-04,L1,5,Accumulation,Obs,0.13492174177184818
BN-MOLCO-LEJOS,2023-05-04,L1,5,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-05-04,L1,5,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-05-04,L1,5,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-05-04,L2,5,Accumulation,Obs,0.11581310426297035
BN-MOLCO-LEJOS,2023-05-04,L2,5,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-05-04,L2,5,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-05-04,L2,5,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-05-24,L1,5,Accumulation,Obs,0.14645625857817846
BN-MOLCO-LEJOS,2023-05-24,L1,5,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-05-24,L1,5,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-05-24,L1,5,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-05-24,L2,5,Accumulation,Obs,0.12967689637879465
BN-MOLCO-LEJOS,2023-05-24,L2,5,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-05-24,L2,5,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-05-24,L2,5,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-07-25,L1,7,Accumulation,Obs,0.1702792473592645
BN-MOLCO-LEJOS,2023-07-25,L1,7,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-07-25,L1,7,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-07-25,L1,7,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-07-25,L2,7,Accumulation,Obs,0.183014843780276
BN-MOLCO-LEJOS,2023-07-25,L2,7,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-07-25,L2,7,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-07-25,L2,7,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-08-31,L1,8,Accumulation,Obs,0.17080613749530416
BN-MOLCO-LEJOS,2023-08-31,L1,8,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-08-31,L1,8,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-08-31,L1,8,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-08-31,L2,8,Accumulation,Obs,0.18783113397087475
BN-MOLCO-LEJOS,2023-08-31,L2,8,Accumulation,CLSM,NA
BN-MOLCO-LEJOS,2023-08-31,L2,8,Accumulation,FAO,NA
BN-MOLCO-LEJOS,2023-08-31,L2,8,Accumulation,SG,NA
BN-MOLCO-LEJOS,2023-12-19,L1,12,Release,Obs,0.1326931706910095
BN-MOLCO-LEJOS,2023-12-19,L1,12,Release,CLSM,NA
BN-MOLCO-LEJOS,2023-12-19,L1,12,Release,FAO,NA
BN-MOLCO-LEJOS,2023-12-19,L1,12,Release,SG,NA
BN-MOLCO-LEJOS,2023-12-19,L2,12,Release,Obs,0.15322968913970872
BN-MOLCO-LEJOS,2023-12-19,L2,12,Release,CLSM,NA
BN-MOLCO-LEJOS,2023-12-19,L2,12,Release,FAO,NA
BN-MOLCO-LEJOS,2023-12-19,L2,12,Release,SG,NA
BN-MOLCO-MEDIO,2018-02-10,L1,2,Release,Obs,0.24638400380842812
BN-MOLCO-MEDIO,2018-02-10,L1,2,Release,CLSM,NA
BN-MOLCO-MEDIO,2018-02-10,L1,2,Release,FAO,NA
BN-MOLCO-MEDIO,2018-02-10,L1,2,Release,SG,NA
BN-MOLCO-MEDIO,2018-02-10,L2,2,Release,Obs,0.28923984795084035
BN-MOLCO-MEDIO,2018-02-10,L2,2,Release,CLSM,NA
BN-MOLCO-MEDIO,2018-02-10,L2,2,Release,FAO,NA
BN-MOLCO-MEDIO,2018-02-10,L2,2,Release,SG,NA
BN-MOLCO-MEDIO,2018-07-06,L1,7,Accumulation,Obs,0.1961496269143912
BN-MOLCO-MEDIO,2018-07-06,L1,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2018-07-06,L1,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2018-07-06,L1,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2018-07-06,L2,7,Accumulation,Obs,0.2870941813779426
BN-MOLCO-MEDIO,2018-07-06,L2,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2018-07-06,L2,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2018-07-06,L2,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2018-07-18,L1,7,Accumulation,Obs,0.23627695009179955
BN-MOLCO-MEDIO,2018-07-18,L1,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2018-07-18,L1,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2018-07-18,L1,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2018-07-18,L2,7,Accumulation,Obs,0.2870941813779426
BN-MOLCO-MEDIO,2018-07-18,L2,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2018-07-18,L2,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2018-07-18,L2,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2018-08-28,L1,8,Accumulation,Obs,0.24295991215507917
BN-MOLCO-MEDIO,2018-08-28,L1,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2018-08-28,L1,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2018-08-28,L1,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2018-08-28,L2,8,Accumulation,Obs,0.28856122341480706
BN-MOLCO-MEDIO,2018-08-28,L2,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2018-08-28,L2,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2018-08-28,L2,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2018-12-11,L1,12,Release,Obs,0.2407447921406839
BN-MOLCO-MEDIO,2018-12-11,L1,12,Release,CLSM,NA
BN-MOLCO-MEDIO,2018-12-11,L1,12,Release,FAO,NA
BN-MOLCO-MEDIO,2018-12-11,L1,12,Release,SG,NA
BN-MOLCO-MEDIO,2018-12-11,L2,12,Release,Obs,0.28413085724906295
BN-MOLCO-MEDIO,2018-12-11,L2,12,Release,CLSM,NA
BN-MOLCO-MEDIO,2018-12-11,L2,12,Release,FAO,NA
BN-MOLCO-MEDIO,2018-12-11,L2,12,Release,SG,NA
BN-MOLCO-MEDIO,2018-12-17,L1,12,Release,Obs,0.210381622612864
BN-MOLCO-MEDIO,2018-12-17,L1,12,Release,CLSM,NA
BN-MOLCO-MEDIO,2018-12-17,L1,12,Release,FAO,NA
BN-MOLCO-MEDIO,2018-12-17,L1,12,Release,SG,NA
BN-MOLCO-MEDIO,2018-12-17,L2,12,Release,Obs,0.268727958016359
BN-MOLCO-MEDIO,2018-12-17,L2,12,Release,CLSM,NA
BN-MOLCO-MEDIO,2018-12-17,L2,12,Release,FAO,NA
BN-MOLCO-MEDIO,2018-12-17,L2,12,Release,SG,NA
BN-MOLCO-MEDIO,2019-03-26,L1,3,Release,Obs,0.18461917089639457
BN-MOLCO-MEDIO,2019-03-26,L1,3,Release,CLSM,NA
BN-MOLCO-MEDIO,2019-03-26,L1,3,Release,FAO,NA
BN-MOLCO-MEDIO,2019-03-26,L1,3,Release,SG,NA
BN-MOLCO-MEDIO,2019-03-26,L2,3,Release,Obs,0.2300379574886094
BN-MOLCO-MEDIO,2019-03-26,L2,3,Release,CLSM,NA
BN-MOLCO-MEDIO,2019-03-26,L2,3,Release,FAO,NA
BN-MOLCO-MEDIO,2019-03-26,L2,3,Release,SG,NA
BN-MOLCO-MEDIO,2019-04-07,L1,4,Release,Obs,0.2397709377213896
BN-MOLCO-MEDIO,2019-04-07,L1,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2019-04-07,L1,4,Release,FAO,NA
BN-MOLCO-MEDIO,2019-04-07,L1,4,Release,SG,NA
BN-MOLCO-MEDIO,2019-04-07,L2,4,Release,Obs,0.28799848629891356
BN-MOLCO-MEDIO,2019-04-07,L2,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2019-04-07,L2,4,Release,FAO,NA
BN-MOLCO-MEDIO,2019-04-07,L2,4,Release,SG,NA
BN-MOLCO-MEDIO,2019-05-02,L1,5,Accumulation,Obs,0.18931199472225732
BN-MOLCO-MEDIO,2019-05-02,L1,5,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-05-02,L1,5,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-05-02,L1,5,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-05-02,L2,5,Accumulation,Obs,0.23860343919978777
BN-MOLCO-MEDIO,2019-05-02,L2,5,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-05-02,L2,5,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-05-02,L2,5,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-07-01,L1,7,Accumulation,Obs,0.1957416950426916
BN-MOLCO-MEDIO,2019-07-01,L1,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-07-01,L1,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-07-01,L1,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-07-01,L2,7,Accumulation,Obs,0.25315185039502996
BN-MOLCO-MEDIO,2019-07-01,L2,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-07-01,L2,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-07-01,L2,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-07-23,L1,7,Accumulation,Obs,0.24367655487022707
BN-MOLCO-MEDIO,2019-07-23,L1,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-07-23,L1,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-07-23,L1,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-07-23,L2,7,Accumulation,Obs,0.28998229382357876
BN-MOLCO-MEDIO,2019-07-23,L2,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-07-23,L2,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-07-23,L2,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-08-05,L1,8,Accumulation,Obs,0.22045140764326812
BN-MOLCO-MEDIO,2019-08-05,L1,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-08-05,L1,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-08-05,L1,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-08-05,L2,8,Accumulation,Obs,0.2336965696378272
BN-MOLCO-MEDIO,2019-08-05,L2,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-08-05,L2,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-08-05,L2,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-08-10,L1,8,Accumulation,Obs,0.21554364864824072
BN-MOLCO-MEDIO,2019-08-10,L1,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-08-10,L1,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-08-10,L1,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-08-10,L2,8,Accumulation,Obs,0.27726191784615084
BN-MOLCO-MEDIO,2019-08-10,L2,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2019-08-10,L2,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2019-08-10,L2,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2019-11-26,L1,11,Release,Obs,0.1679071402254695
BN-MOLCO-MEDIO,2019-11-26,L1,11,Release,CLSM,NA
BN-MOLCO-MEDIO,2019-11-26,L1,11,Release,FAO,NA
BN-MOLCO-MEDIO,2019-11-26,L1,11,Release,SG,NA
BN-MOLCO-MEDIO,2019-11-26,L2,11,Release,Obs,0.248234753210821
BN-MOLCO-MEDIO,2019-11-26,L2,11,Release,CLSM,NA
BN-MOLCO-MEDIO,2019-11-26,L2,11,Release,FAO,NA
BN-MOLCO-MEDIO,2019-11-26,L2,11,Release,SG,NA
BN-MOLCO-MEDIO,2020-04-22,L1,4,Release,Obs,0.1656582387414194
BN-MOLCO-MEDIO,2020-04-22,L1,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2020-04-22,L1,4,Release,FAO,NA
BN-MOLCO-MEDIO,2020-04-22,L1,4,Release,SG,NA
BN-MOLCO-MEDIO,2020-04-22,L2,4,Release,Obs,0.2128039556613003
BN-MOLCO-MEDIO,2020-04-22,L2,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2020-04-22,L2,4,Release,FAO,NA
BN-MOLCO-MEDIO,2020-04-22,L2,4,Release,SG,NA
BN-MOLCO-MEDIO,2020-05-03,L1,5,Accumulation,Obs,0.16546092613697191
BN-MOLCO-MEDIO,2020-05-03,L1,5,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2020-05-03,L1,5,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2020-05-03,L1,5,Accumulation,SG,NA
BN-MOLCO-MEDIO,2020-05-03,L2,5,Accumulation,Obs,0.21606796823836025
BN-MOLCO-MEDIO,2020-05-03,L2,5,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2020-05-03,L2,5,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2020-05-03,L2,5,Accumulation,SG,NA
BN-MOLCO-MEDIO,2020-09-30,L1,9,Accumulation,Obs,0.2273843193220532
BN-MOLCO-MEDIO,2020-09-30,L1,9,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2020-09-30,L1,9,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2020-09-30,L1,9,Accumulation,SG,NA
BN-MOLCO-MEDIO,2020-09-30,L2,9,Accumulation,Obs,0.27775933356242277
BN-MOLCO-MEDIO,2020-09-30,L2,9,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2020-09-30,L2,9,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2020-09-30,L2,9,Accumulation,SG,NA
BN-MOLCO-MEDIO,2020-10-20,L1,10,Accumulation,Obs,0.2134453385421472
BN-MOLCO-MEDIO,2020-10-20,L1,10,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2020-10-20,L1,10,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2020-10-20,L1,10,Accumulation,SG,NA
BN-MOLCO-MEDIO,2020-10-20,L2,10,Accumulation,Obs,0.2727353101137076
BN-MOLCO-MEDIO,2020-10-20,L2,10,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2020-10-20,L2,10,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2020-10-20,L2,10,Accumulation,SG,NA
BN-MOLCO-MEDIO,2021-08-24,L1,8,Accumulation,Obs,0.23259450914224403
BN-MOLCO-MEDIO,2021-08-24,L1,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2021-08-24,L1,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2021-08-24,L1,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2021-08-24,L2,8,Accumulation,Obs,0.28349109996952065
BN-MOLCO-MEDIO,2021-08-24,L2,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2021-08-24,L2,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2021-08-24,L2,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2021-11-03,L1,11,Release,Obs,0.17050864831554674
BN-MOLCO-MEDIO,2021-11-03,L1,11,Release,CLSM,NA
BN-MOLCO-MEDIO,2021-11-03,L1,11,Release,FAO,NA
BN-MOLCO-MEDIO,2021-11-03,L1,11,Release,SG,NA
BN-MOLCO-MEDIO,2021-11-03,L2,11,Release,Obs,0.21976792047002705
BN-MOLCO-MEDIO,2021-11-03,L2,11,Release,CLSM,NA
BN-MOLCO-MEDIO,2021-11-03,L2,11,Release,FAO,NA
BN-MOLCO-MEDIO,2021-11-03,L2,11,Release,SG,NA
BN-MOLCO-MEDIO,2021-11-16,L1,11,Release,Obs,0.19508319025881776
BN-MOLCO-MEDIO,2021-11-16,L1,11,Release,CLSM,NA
BN-MOLCO-MEDIO,2021-11-16,L1,11,Release,FAO,NA
BN-MOLCO-MEDIO,2021-11-16,L1,11,Release,SG,NA
BN-MOLCO-MEDIO,2021-11-16,L2,11,Release,Obs,0.2628171864660668
BN-MOLCO-MEDIO,2021-11-16,L2,11,Release,CLSM,NA
BN-MOLCO-MEDIO,2021-11-16,L2,11,Release,FAO,NA
BN-MOLCO-MEDIO,2021-11-16,L2,11,Release,SG,NA
BN-MOLCO-MEDIO,2022-01-19,L1,1,Release,Obs,0.17312431552885155
BN-MOLCO-MEDIO,2022-01-19,L1,1,Release,CLSM,NA
BN-MOLCO-MEDIO,2022-01-19,L1,1,Release,FAO,NA
BN-MOLCO-MEDIO,2022-01-19,L1,1,Release,SG,NA
BN-MOLCO-MEDIO,2022-01-19,L2,1,Release,Obs,0.22597095863251376
BN-MOLCO-MEDIO,2022-01-19,L2,1,Release,CLSM,NA
BN-MOLCO-MEDIO,2022-01-19,L2,1,Release,FAO,NA
BN-MOLCO-MEDIO,2022-01-19,L2,1,Release,SG,NA
BN-MOLCO-MEDIO,2022-04-03,L1,4,Release,Obs,0.1700922254883082
BN-MOLCO-MEDIO,2022-04-03,L1,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2022-04-03,L1,4,Release,FAO,NA
BN-MOLCO-MEDIO,2022-04-03,L1,4,Release,SG,NA
BN-MOLCO-MEDIO,2022-04-03,L2,4,Release,Obs,0.21866142464974592
BN-MOLCO-MEDIO,2022-04-03,L2,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2022-04-03,L2,4,Release,FAO,NA
BN-MOLCO-MEDIO,2022-04-03,L2,4,Release,SG,NA
BN-MOLCO-MEDIO,2022-04-19,L1,4,Release,Obs,0.1700922254883082
BN-MOLCO-MEDIO,2022-04-19,L1,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2022-04-19,L1,4,Release,FAO,NA
BN-MOLCO-MEDIO,2022-04-19,L1,4,Release,SG,NA
BN-MOLCO-MEDIO,2022-04-19,L2,4,Release,Obs,0.21866142464974592
BN-MOLCO-MEDIO,2022-04-19,L2,4,Release,CLSM,NA
BN-MOLCO-MEDIO,2022-04-19,L2,4,Release,FAO,NA
BN-MOLCO-MEDIO,2022-04-19,L2,4,Release,SG,NA
BN-MOLCO-MEDIO,2022-05-17,L1,5,Accumulation,Obs,0.20768730249738832
BN-MOLCO-MEDIO,2022-05-17,L1,5,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-05-17,L1,5,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-05-17,L1,5,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-05-17,L2,5,Accumulation,Obs,0.26531563604114233
BN-MOLCO-MEDIO,2022-05-17,L2,5,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-05-17,L2,5,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-05-17,L2,5,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-07-27,L1,7,Accumulation,Obs,0.23479748539282172
BN-MOLCO-MEDIO,2022-07-27,L1,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-07-27,L1,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-07-27,L1,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-07-27,L2,7,Accumulation,Obs,0.2898505329034471
BN-MOLCO-MEDIO,2022-07-27,L2,7,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-07-27,L2,7,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-07-27,L2,7,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-08-24,L1,8,Accumulation,Obs,0.23318896104940395
BN-MOLCO-MEDIO,2022-08-24,L1,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-08-24,L1,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-08-24,L1,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-08-24,L2,8,Accumulation,Obs,0.2848211672374564
BN-MOLCO-MEDIO,2022-08-24,L2,8,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-08-24,L2,8,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-08-24,L2,8,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-10-26,L1,10,Accumulation,Obs,0.13137661688261532
BN-MOLCO-MEDIO,2022-10-26,L1,10,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-10-26,L1,10,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-10-26,L1,10,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-10-26,L2,10,Accumulation,Obs,0.2083353586881685
BN-MOLCO-MEDIO,2022-10-26,L2,10,Accumulation,CLSM,NA
BN-MOLCO-MEDIO,2022-10-26,L2,10,Accumulation,FAO,NA
BN-MOLCO-MEDIO,2022-10-26,L2,10,Accumulation,SG,NA
BN-MOLCO-MEDIO,2022-11-22,L1,11,Release,Obs,0.19897774887850375
